case,seed,rmse_real_vs_virtual,rmse_real_vs_nominal,mae_real_vs_virtual,mae_real_vs_nominal,mard_real_vs_virtual_pct,mard_real_vs_nominal_pct,improve_rmse_pct,virtual_better_than_nominal
0,900000,3.156903028488159,33.885868072509766,2.497380018234253,33.02977752685547,1.54459523037076,21.464775502681732,90.68371799791895,1.0
1,900001,2.858344316482544,29.247718811035156,2.4466001987457275,28.54071807861328,1.5871331095695496,18.0881530046463,90.22712049801268,1.0
2,900002,2.260493278503418,34.368507385253906,1.7994327545166016,33.56726837158203,1.1545330286026,22.529585659503937,93.42277727349514,1.0
3,900003,3.2829744815826416,32.575565338134766,2.6816530227661133,31.77008819580078,1.2913523241877556,14.20959085226059,89.9219723510388,1.0
4,900004,9.165501594543457,51.13337707519531,8.888721466064453,50.14139175415039,6.683308631181717,37.64530122280121,82.07530556594193,1.0
5,900005,3.781050682067871,5.851757526397705,3.006713390350342,4.732967853546143,1.7774833366274834,2.3331448435783386,35.386067091616916,1.0
6,900006,10.24959659576416,16.109018325805664,9.584829330444336,15.671025276184082,4.666664078831673,8.028197288513184,36.37354934692121,1.0
7,900007,6.593875885009766,17.146310806274414,5.988266468048096,16.78765106201172,3.522704541683197,10.117864608764648,61.543471598585256,1.0
8,900008,2.746837615966797,9.409819602966309,2.090099334716797,9.10476303100586,1.150946132838726,5.083934962749481,70.80881747083762,1.0
9,900009,4.237539291381836,21.132883071899414,3.4835205078125,20.50164031982422,2.0455297082662582,12.767073512077332,79.9481250288252,1.0
10,900010,10.633569717407227,3.3189098834991455,10.078868865966797,2.9593493938446045,5.389457568526268,1.579798012971878,-220.39344515724522,0.0
11,900011,4.727479934692383,30.417268753051758,4.23210334777832,29.67601776123047,2.0415496081113815,13.703528046607971,84.45790786453146,1.0
12,900012,1.3626385927200317,20.42408561706543,1.0947445631027222,19.969694137573242,0.6939826533198357,11.929253488779068,93.32827614284248,1.0
13,900013,15.870930671691895,9.723411560058594,15.13978385925293,8.839903831481934,7.860536128282547,4.86065149307251,-63.22389085005731,0.0
14,900014,6.9159626960754395,37.3432731628418,5.74950647354126,36.35740280151367,2.388896979391575,16.148383915424347,81.4800307784559,1.0
15,900015,7.48754358291626,40.33183288574219,6.818453311920166,39.54001235961914,4.593762382864952,27.75159478187561,81.43515172214451,1.0
16,900016,13.120084762573242,10.466135025024414,12.379647254943848,9.624013900756836,7.291685789823532,5.380884185433388,-25.357495686834387,0.0
17,900017,6.9992995262146,17.3491153717041,6.679821491241455,17.05296516418457,4.191539436578751,10.610619932413101,59.65615896687013,1.0
18,900018,5.814547061920166,12.21861743927002,5.36458683013916,11.876851081848145,2.752290293574333,6.029697135090828,52.412397795248864,1.0
19,900019,4.528542995452881,2.337541103363037,3.83838152885437,1.9532732963562012,2.2222941741347313,1.1274508200585842,-93.73105306844161,0.0
20,900020,4.773561954498291,29.784748077392578,4.0554022789001465,28.986589431762695,2.8475502505898476,19.400638341903687,83.97313302064975,1.0
21,900021,12.002664566040039,52.065032958984375,11.108134269714355,50.84996795654297,4.596147313714027,21.11821472644806,76.94678388949555,1.0
22,900022,14.807888984680176,26.60381507873535,13.640005111694336,25.411054611206055,8.239403367042542,16.504210233688354,44.339227509830934,1.0
23,900023,22.616968154907227,14.521868705749512,21.667137145996094,13.594267845153809,11.271882057189941,6.966269761323929,-55.74419940839084,0.0
24,900024,4.888197898864746,13.795894622802734,3.8335189819335938,13.100764274597168,1.889766938984394,6.53250589966774,64.56773531174107,1.0
25,900025,4.075822353363037,15.597392082214355,3.476149559020996,14.72592830657959,1.7125943675637245,7.114188373088837,73.86856513012403,1.0
